Sample Name,Peak Number,RT,Area,Height,% Area,Total Area,Int Type
DPS21009-3,2,14.180,387,21,0.0037,10527541,VB
DPS21009-3,72,15.534,10436329,257425,99.1336,10527541,BV
DPS21009-3,13,18.605,3374,89,0.0320,10527541,VV
DPS21009-3,14,19.883,2022,73,0.0192,10527541,VV
DPS21009-3,1,20.622,47587,1898,0.4520,10527541,VB
DPS21009-3,16,22.613,1218,42,0.0116,10527541,BV
DPS21009-3,17,26.356,1994,65,0.0189,10527541,BB
DPS21009-3,18,34.381,3287,281,0.0312,10527541,VV
DPS21009-3,19,35.341,641,59,0.0061,10527541,BB
DPS21009-3,20,36.346,6445,286,0.0612,10527541,BB
DPS21010-1,1,3.417,762,110,0.0072,10516276,BB
DPS21010-1,21,38.266,360,35,0.0034,10516276,BB
DPS21010-1,2,5.284,347,24,0.0033,10516276,BB
DPS21010-1,3,7.463,3546,201,0.0337,10516276,BV
DPS21010-1,4,7.856,1331,123,0.0127,10516276,VB
DPS21010-1,5,10.005,860,59,0.0082,10516276,BV
DPS21010-1,6,10.869,895,35,0.0085,10516276,VB
DPS21010-1,7,12.029,334,22,0.0032,10516276,BV
DPS21010-1,3,12.797,1221,49,0.0116,10516276,VV
DPS21010-1,9,13.324,633,32,0.0060,10516276,VV
DPS21010-1,2,14.207,197,10,0.0019,10516276,VB
DPS21010-1,72,15.536,10440691,256661,99.2813,10516276,BV
DPS21010-1,12,18.670,4731,115,0.0450,10516276,VV
DPS21010-1,13,19.939,2966,113,0.0282,10516276,VV
DPS21010-1,1,20.626,41604,1653,0.3956,10516276,VB
DPS21010-1,15,26.409,407,14,0.0039,10516276,BB
DPS21010-1,16,34.395,1260,102,0.0120,10516276,BV
DPS21010-1,17,35.329,880,82,0.0084,10516276,BV
DPS21010-1,18,36.353,6069,251,0.0577,10516276,VB
DPS21010-1,19,37.390,4034,438,0.0384,10516276,BB
DPS21010-1,20,37.880,3147,338,0.0299,10516276,BB
DPS21010-2,1,3.416,798,113,0.0076,10495864,BB
DPS21010-2,21,38.239,615,63,0.0059,10495864,BB
DPS21010-2,2,5.281,360,25,0.0034,10495864,BB
DPS21010-2,3,7.462,3528,200,0.0336,10495864,BV
DPS21010-2,4,7.857,1310,121,0.0125,10495864,VB
DPS21010-2,5,9.998,840,58,0.0080,10495864,BB
DPS21010-2,6,10.868,886,34,0.0084,10495864,BB
DPS21010-2,7,12.030,429,26,0.0041,10495864,BV
DPS21010-2,3,12.799,1335,53,0.0127,10495864,VV
DPS21010-2,9,13.327,619,32,0.0059,10495864,VV
DPS21010-2,2,14.210,232,11,0.0022,10495864,VB
DPS21010-2,72,15.532,10421224,258112,99.2889,10495864,BV
DPS21010-2,12,18.665,4758,114,0.0453,10495864,VV
DPS21010-2,13,19.942,2952,113,0.0281,10495864,VV
DPS21010-2,1,20.627,41564,1651,0.3960,10495864,VB
DPS21010-2,15,26.446,379,14,0.0036,10495864,BB
DPS21010-2,16,34.386,1306,103,0.0124,10495864,BV
DPS21010-2,17,35.322,1083,89,0.0103,10495864,BV
DPS21010-2,18,36.358,4503,220,0.0429,10495864,BB
DPS21010-2,19,37.382,4044,443,0.0385,10495864,BB
DPS21010-2,20,37.870,3100,336,0.0295,10495864,BB
DPS21010-3,1,3.416,854,126,0.0081,10505680,BB
DPS21010-3,21,38.236,849,87,0.0081,10505680,BB
DPS21010-3,2,5.278,376,26,0.0036,10505680,BB
DPS21010-3,3,7.461,3535,201,0.0337,10505680,BV
DPS21010-3,4,7.854,1295,121,0.0123,10505680,VB
DPS21010-3,5,10.002,837,57,0.0080,10505680,BB
DPS21010-3,6,10.862,932,35,0.0089,10505680,BB
DPS21010-3,7,12.033,440,26,0.0042,10505680,BV
DPS21010-3,3,12.797,1344,53,0.0128,10505680,VV
DPS21010-3,9,13.330,719,35,0.0068,10505680,VV
DPS21010-3,2,14.229,237,10,0.0023,10505680,VB
DPS21010-3,72,15.548,10430896,253114,99.2882,10505680,BV
DPS21010-3,12,18.675,4610,112,0.0439,10505680,VV
DPS21010-3,13,19.948,2914,113,0.0277,10505680,VV
DPS21010-3,1,20.627,41449,1647,0.3945,10505680,VB
DPS21010-3,15,26.440,443,15,0.0042,10505680,BB
DPS21010-3,16,34.387,1225,98,0.0117,10505680,BV
DPS21010-3,17,35.324,1058,88,0.0101,10505680,BV
DPS21010-3,18,36.353,4474,219,0.0426,10505680,BB
DPS21010-3,19,37.384,4095,446,0.0390,10505680,BB
DPS21010-3,20,37.872,3098,337,0.0295,10505680,BB
DPS21011-1,1,5.281,201,22,0.0019,10498622,BV
DPS21011-1,21,37.868,2342,279,0.0223,10498622,BB
DPS21011-1,2,5.487,165,15,0.0016,10498622,VV
DPS21011-1,3,7.475,3404,183,0.0324,10498622,BV
DPS21011-1,4,7.864,1448,129,0.0138,10498622,VB
DPS21011-1,5,10.016,1191,81,0.0113,10498622,BB
DPS21011-1,6,10.721,519,17,0.0049,10498622,BB
DPS21011-1,7,12.061,461,29,0.0044,10498622,BV
DPS21011-1,3,12.809,1209,47,0.0115,10498622,VV
DPS21011-1,9,13.343,862,38,0.0082,10498622,VV
DPS21011-1,2,14.193,211,11,0.0020,10498622,VB
DPS21011-1,72,15.568,10420188,256113,99.2529,10498622,BV
DPS21011-1,12,18.699,4852,116,0.0462,10498622,VV
DPS21011-1,13,19.899,2149,73,0.0205,10498622,VV
DPS21011-1,1,20.666,51270,2025,0.4883,10498622,VV
DPS21011-1,15,26.420,356,13,0.0034,10498622,BB
DPS21011-1,16,34.390,2080,181,0.0198,10498622,VV
DPS21011-1,17,35.356,796,55,0.0076,10498622,BV
DPS21011-1,18,36.366,1445,78,0.0138,10498622,VB
DPS21011-1,19,36.878,385,41,0.0037,10498622,BB
DPS21011-1,20,37.392,3087,335,0.0294,10498622,BB
DPS21011-2,1,5.280,199,22,0.0019,10511316,BV
DPS21011-2,21,37.877,2380,283,0.0226,10511316,BB
DPS21011-2,2,5.487,125,12,0.0012,10511316,VB
DPS21011-2,3,7.473,3387,184,0.0322,10511316,BV
DPS21011-2,4,7.863,1450,128,0.0138,10511316,VB
DPS21011-2,5,10.014,1153,79,0.0110,10511316,BV
DPS21011-2,6,10.900,568,18,0.0054,10511316,VB
DPS21011-2,7,12.061,491,30,0.0047,10511316,BV
DPS21011-2,3,12.814,1210,47,0.0115,10511316,VV
DPS21011-2,9,13.343,791,37,0.0075,10511316,VB
DPS21011-2,2,14.188,177,10,0.0017,10511316,BB
DPS21011-2,72,15.569,10431091,256289,99.2368,10511316,BV
DPS21011-2,12,18.680,4885,115,0.0465,10511316,VV
DPS21011-2,13,19.890,2015,72,0.0192,10511316,VV
DPS21011-2,1,20.668,51208,2026,0.4872,10511316,VV
DPS21011-2,15,26.432,504,15,0.0048,10511316,VV
DPS21011-2,16,34.399,2041,180,0.0194,10511316,BV
DPS21011-2,17,35.362,696,52,0.0066,10511316,BV
DPS21011-2,18,36.386,3443,173,0.0328,10511316,BB
DPS21011-2,19,36.887,438,44,0.0042,10511316,BB
DPS21011-2,20,37.400,3064,335,0.0292,10511316,BB
DPS21011-3,1,5.278,186,22,0.0018,10491276,BV
DPS21011-3,21,37.876,2360,281,0.0225,10491276,BB
DPS21011-3,2,5.488,158,14,0.0015,10491276,VB
DPS21011-3,3,7.475,3373,184,0.0321,10491276,BV
DPS21011-3,4,7.865,1485,129,0.0142,10491276,VB
DPS21011-3,5,10.019,1187,80,0.0113,10491276,BB
DPS21011-3,6,10.876,546,18,0.0052,10491276,BB
DPS21011-3,7,12.061,422,27,0.0040,10491276,BV
DPS21011-3,3,12.813,1179,46,0.0112,10491276,VV
DPS21011-3,9,13.334,795,37,0.0076,10491276,VB
DPS21011-3,2,14.215,180,10,0.0017,10491276,BB
DPS21011-3,72,15.574,10411414,255866,99.2388,10491276,BV
DPS21011-3,12,18.688,4822,116,0.0460,10491276,VV
DPS21011-3,13,19.906,2086,75,0.0199,10491276,VV
DPS21011-3,1,20.672,51066,2021,0.4867,10491276,VV
DPS21011-3,15,26.421,418,15,0.0040,10491276,BB
DPS21011-3,16,34.397,1972,178,0.0188,10491276,BV
DPS21011-3,17,35.363,683,52,0.0065,10491276,BV
DPS21011-3,18,36.390,3468,176,0.0331,10491276,BB
DPS21011-3,19,36.883,387,41,0.0037,10491276,BB
DPS21011-3,20,37.398,3087,336,0.0294,10491276,BB
DPS21012-1,1,5.290,192,20,0.0018,10449732,BV
DPS21012-1,21,37.931,1962,200,0.0188,10449732,BB
DPS21012-1,2,5.485,152,14,0.0015,10449732,VB
DPS21012-1,3,7.618,3345,192,0.0320,10449732,BV
DPS21012-1,4,7.863,1305,121,0.0125,10449732,VB
DPS21012-1,5,9.437,78,6,0.0007,10449732,BV
DPS21012-1,6,10.017,976,67,0.0093,10449732,VV
DPS21012-1,7,10.861,539,17,0.0052,10449732,VB
DPS21012-1,8,12.056,621,41,0.0059,10449732,BV
DPS21012-1,3,12.811,1362,55,0.0130,10449732,VV
DPS21012-1,10,13.328,759,34,0.0073,10449732,VB
DPS21012-1,2,14.166,220,13,0.0021,10449732,BB
DPS21012-1,72,15.602,10369987,248575,99.2369,10449732,BV
DPS21012-1,13,18.669,4253,110,0.0407,10449732,VV
DPS21012-1,14,19.802,2436,71,0.0233,10449732,VV
DPS21012-1,1,20.648,53836,2093,0.5152,10449732,VV
DPS21012-1,16,26.440,310,11,0.0030,10449732,BB
DPS21012-1,17,34.436,1935,169,0.0185,10449732,VV
DPS21012-1,18,35.431,730,55,0.0070,10449732,BB
DPS21012-1,19,36.684,1857,97,0.0178,10449732,BB
DPS21012-1,20,37.436,2876,311,0.0275,10449732,BB
DPS21012-2,1,5.290,184,20,0.0018,10433126,BV
DPS21012-2,21,37.925,1943,200,0.0186,10433126,BB
DPS21012-2,2,5.495,134,12,0.0013,10433126,VV
DPS21012-2,3,7.622,3330,191,0.0319,10433126,BV
DPS21012-2,4,7.866,1338,121,0.0128,10433126,VB
DPS21012-2,5,9.431,64,6,0.0006,10433126,BB
DPS21012-2,6,10.021,989,67,0.0095,10433126,BB
DPS21012-2,7,10.868,566,18,0.0054,10433126,BB
DPS21012-2,8,12.052,666,42,0.0064,10433126,BV
DPS21012-2,3,12.819,1387,56,0.0133,10433126,VV
DPS21012-2,10,13.347,793,34,0.0076,10433126,VV
DPS21012-2,2,14.179,273,14,0.0026,10433126,VB
DPS21012-2,72,15.608,10353038,247634,99.2324,10433126,BV
DPS21012-2,13,18.681,3957,107,0.0379,10433126,VV
DPS21012-2,14,19.807,2131,68,0.0204,10433126,VV
DPS21012-2,1,20.653,53277,2083,0.5107,10433126,VV
DPS21012-2,16,26.362,379,12,0.0036,10433126,BB
DPS21012-2,17,34.433,1896,170,0.0182,10433126,VV
DPS21012-2,18,35.424,608,50,0.0058,10433126,BB
DPS21012-2,19,36.683,3283,174,0.0315,10433126,BB
DPS21012-2,20,37.431,2886,313,0.0277,10433126,BB
DPS21012-3,1,5.287,169,19,0.0016,10492386,BV
DPS21012-3,21,37.928,1953,200,0.0186,10492386,BB
DPS21012-3,2,5.495,131,12,0.0012,10492386,VB
DPS21012-3,3,7.620,3357,191,0.0320,10492386,BV
DPS21012-3,4,7.865,1310,120,0.0125,10492386,VB
DPS21012-3,5,9.434,73,7,0.0007,10492386,BV
DPS21012-3,6,10.016,936,67,0.0089,10492386,VB
DPS21012-3,7,10.916,546,18,0.0052,10492386,BB
DPS21012-3,8,12.049,644,43,0.0061,10492386,BV
DPS21012-3,3,12.821,1384,56,0.0132,10492386,VV
DPS21012-3,10,13.326,785,35,0.0075,10492386,VV
DPS21012-3,2,14.160,268,15,0.0026,10492386,VB
DPS21012-3,72,15.600,10412052,249809,99.2344,10492386,BV
DPS21012-3,13,18.674,4058,106,0.0387,10492386,VV
DPS21012-3,14,19.808,2085,68,0.0199,10492386,VV
DPS21012-3,1,20.652,53623,2095,0.5111,10492386,VV
DPS21012-3,16,26.382,334,11,0.0032,10492386,BB
DPS21012-3,17,34.435,1932,173,0.0184,10492386,VV
DPS21012-3,18,35.428,734,57,0.0070,10492386,BB
DPS21012-3,19,36.687,3189,173,0.0304,10492386,BB
DPS21012-3,20,37.433,2822,310,0.0269,10492386,BB
DPS21013-1,1,5.286,199,22,0.0019,10459284,BV
DPS21013-1,21,37.946,1914,194,0.0183,10459284,BB
DPS21013-1,2,5.486,141,13,0.0014,10459284,VB
DPS21013-1,3,7.622,3328,180,0.0318,10459284,BV
DPS21013-1,4,7.865,1344,124,0.0129,10459284,VB
DPS21013-1,5,9.444,81,7,0.0008,10459284,BV
DPS21013-1,6,10.019,976,67,0.0093,10459284,VB
DPS21013-1,7,10.899,555,18,0.0053,10459284,BV
DPS21013-1,8,12.048,472,28,0.0045,10459284,VV
DPS21013-1,3,12.815,1206,48,0.0115,10459284,VV
DPS21013-1,10,13.341,845,39,0.0081,10459284,VV
DPS21013-1,2,14.188,183,10,0.0017,10459284,VB
DPS21013-1,72,15.604,10388658,249300,99.3248,10459284,BV
DPS21013-1,13,18.711,4064,109,0.0389,10459284,VV
DPS21013-1,14,19.814,2024,68,0.0194,10459284,VV
DPS21013-1,1,20.656,44675,1754,0.4271,10459284,VB
DPS21013-1,16,26.323,253,10,0.0024,10459284,BB
DPS21013-1,17,34.439,1789,153,0.0171,10459284,VV
DPS21013-1,18,35.433,657,48,0.0063,10459284,BB
DPS21013-1,19,36.693,3338,178,0.0319,10459284,BB
DPS21013-1,20,37.442,2582,281,0.0247,10459284,BB
DPS21013-2,1,5.289,217,24,0.0021,10496025,BV
DPS21013-2,21,37.926,1894,193,0.0180,10496025,BB
DPS21013-2,2,5.498,161,14,0.0015,10496025,VB
DPS21013-2,3,7.625,3277,180,0.0312,10496025,BV
DPS21013-2,4,7.866,1332,123,0.0127,10496025,VB
DPS21013-2,5,9.427,104,7,0.0010,10496025,BV
DPS21013-2,6,10.023,969,67,0.0092,10496025,VB
DPS21013-2,7,10.876,579,19,0.0055,10496025,BB
DPS21013-2,8,12.052,439,27,0.0042,10496025,BV
DPS21013-2,3,12.820,1207,48,0.0115,10496025,VV
DPS21013-2,10,13.333,805,39,0.0077,10496025,VV
DPS21013-2,2,14.172,196,9,0.0019,10496025,VB
DPS21013-2,72,15.608,10424651,248926,99.3200,10496025,BV
DPS21013-2,13,18.705,4360,110,0.0415,10496025,VV
DPS21013-2,14,19.811,2180,70,0.0208,10496025,VV
DPS21013-2,1,20.661,45160,1762,0.4303,10496025,VV
DPS21013-2,16,26.358,280,9,0.0027,10496025,BB
DPS21013-2,17,34.421,1800,154,0.0171,10496025,VV
DPS21013-2,18,35.409,658,50,0.0063,10496025,BB
DPS21013-2,19,36.675,3192,167,0.0304,10496025,BB
DPS21013-2,20,37.422,2563,282,0.0244,10496025,BB
DPS21013-3,1,5.290,231,23,0.0022,10493999,BV
DPS21013-3,21,37.938,1910,193,0.0182,10493999,BB
DPS21013-3,2,5.496,138,13,0.0013,10493999,VV
DPS21013-3,3,7.625,3285,181,0.0313,10493999,BV
DPS21013-3,4,7.867,1340,123,0.0128,10493999,VB
DPS21013-3,5,9.446,60,6,0.0006,10493999,BB
DPS21013-3,6,10.024,966,67,0.0092,10493999,BB
DPS21013-3,7,10.888,581,19,0.0055,10493999,BV
DPS21013-3,8,12.049,456,28,0.0043,10493999,VV
DPS21013-3,3,12.820,1219,49,0.0116,10493999,VV
DPS21013-3,10,13.352,824,38,0.0079,10493999,VV
DPS21013-3,2,14.214,223,9,0.0021,10493999,VB
DPS21013-3,72,15.608,10421373,249374,99.3079,10493999,BV
DPS21013-3,13,18.701,4584,114,0.0437,10493999,VV
DPS21013-3,14,19.817,2390,76,0.0228,10493999,VV
DPS21013-3,1,20.663,45837,1770,0.4368,10493999,VV
DPS21013-3,16,26.332,364,12,0.0035,10493999,VB
DPS21013-3,17,34.434,1783,154,0.0170,10493999,VV
DPS21013-3,18,35.422,699,51,0.0067,10493999,BB
DPS21013-3,19,36.687,3159,166,0.0301,10493999,BB
DPS21013-3,20,37.434,2578,283,0.0246,10493999,BB
DPS21014-1,1,5.286,228,24,0.0022,10580442,BV
DPS21014-1,21,37.935,2163,229,0.0204,10580442,BB
DPS21014-1,2,5.496,136,15,0.0013,10580442,VB
DPS21014-1,3,7.625,3417,179,0.0323,10580442,BV
DPS21014-1,4,7.874,1293,120,0.0122,10580442,VB
DPS21014-1,5,10.032,935,65,0.0088,10580442,BV
DPS21014-1,6,10.883,631,22,0.0060,10580442,VB
DPS21014-1,7,12.058,537,33,0.0051,10580442,BV
DPS21014-1,3,12.835,1094,44,0.0103,10580442,VV
DPS21014-1,9,13.371,910,43,0.0086,10580442,VV
DPS21014-1,2,14.193,336,16,0.0032,10580442,VB
DPS21014-1,72,15.595,10507778,255505,99.3132,10580442,BV
DPS21014-1,12,18.772,4647,113,0.0439,10580442,VV
DPS21014-1,13,19.951,2480,88,0.0234,10580442,VV
DPS21014-1,1,20.670,46819,1823,0.4425,10580442,VV
DPS21014-1,15,26.490,285,10,0.0027,10580442,BB
DPS21014-1,16,34.434,1620,136,0.0153,10580442,VV
DPS21014-1,17,35.369,621,46,0.0059,10580442,BB
DPS21014-1,18,36.618,1475,95,0.0139,10580442,BV
DPS21014-1,19,36.919,444,37,0.0042,10580442,VB
DPS21014-1,20,37.426,2594,279,0.0245,10580442,BB
DPS21014-2,1,5.287,206,23,0.0020,10544238,BV
DPS21014-2,21,37.942,2203,229,0.0209,10544238,BB
DPS21014-2,2,5.496,150,14,0.0014,10544238,VB
DPS21014-2,3,7.626,3449,179,0.0327,10544238,BV
DPS21014-2,4,7.875,1330,120,0.0126,10544238,VB
DPS21014-2,5,10.035,940,65,0.0089,10544238,BB
DPS21014-2,6,10.737,618,22,0.0059,10544238,BB
DPS21014-2,7,12.058,562,36,0.0053,10544238,BV
DPS21014-2,3,12.828,1104,43,0.0105,10544238,VV
DPS21014-2,9,13.377,894,42,0.0085,10544238,VV
DPS21014-2,2,14.196,332,18,0.0031,10544238,VB
DPS21014-2,72,15.597,10470991,255565,99.3053,10544238,BV
DPS21014-2,12,18.774,4411,108,0.0418,10544238,VV
DPS21014-2,13,19.947,2207,84,0.0209,10544238,VV
DPS21014-2,1,20.668,46290,1813,0.4390,10544238,VV
DPS21014-2,15,26.439,301,10,0.0029,10544238,BV
DPS21014-2,16,34.439,1596,133,0.0151,10544238,VV
DPS21014-2,17,35.375,630,46,0.0060,10544238,BV
DPS21014-2,18,36.619,3071,177,0.0291,10544238,BV
DPS21014-2,19,36.911,443,42,0.0042,10544238,VB
DPS21014-2,20,37.431,2512,275,0.0238,10544238,BB
DPS21014-3,1,5.284,208,23,0.0020,10537474,BV
DPS21014-3,21,37.934,2163,226,0.0205,10537474,BB
DPS21014-3,2,5.497,151,15,0.0014,10537474,VB
DPS21014-3,3,7.627,3447,180,0.0327,10537474,BV
DPS21014-3,4,7.873,1295,118,0.0123,10537474,VB
DPS21014-3,5,10.035,918,65,0.0087,10537474,BV
DPS21014-3,6,10.737,618,21,0.0059,10537474,VB
DPS21014-3,7,12.056,578,38,0.0055,10537474,BV
DPS21014-3,3,12.844,1082,43,0.0103,10537474,VV
DPS21014-3,9,13.381,876,42,0.0083,10537474,VV
DPS21014-3,2,14.201,315,17,0.0030,10537474,VB
DPS21014-3,72,15.601,10463733,254291,99.3002,10537474,BV
DPS21014-3,12,18.755,4485,111,0.0426,10537474,VV
DPS21014-3,13,19.954,2424,84,0.0230,10537474,VV
DPS21014-3,1,20.674,46611,1824,0.4423,10537474,VV
DPS21014-3,15,26.500,347,10,0.0033,10537474,BB
DPS21014-3,16,34.432,1578,132,0.0150,10537474,VV
DPS21014-3,17,35.369,650,48,0.0062,10537474,BB
DPS21014-3,18,36.614,2947,174,0.0280,10537474,BV
DPS21014-3,19,36.903,498,43,0.0047,10537474,VB
DPS21014-3,20,37.424,2550,277,0.0242,10537474,BB
DPS21015-1,1,5.293,222,24,0.0021,10534127,BV
DPS21015-1,21,37.936,2257,239,0.0214,10534127,BB
DPS21015-1,2,5.492,130,13,0.0012,10534127,VB
DPS21015-1,3,7.632,3315,172,0.0315,10534127,BV
DPS21015-1,4,7.878,1169,110,0.0111,10534127,VB
DPS21015-1,5,10.038,853,61,0.0081,10534127,BV
DPS21015-1,6,10.904,681,25,0.0065,10534127,VB
DPS21015-1,7,12.056,399,25,0.0038,10534127,BV
DPS21015-1,3,12.844,993,39,0.0094,10534127,VV
DPS21015-1,9,13.381,785,39,0.0074,10534127,VV
DPS21015-1,2,14.227,200,10,0.0019,10534127,VB
DPS21015-1,72,15.605,10451590,255784,99.2165,10534127,BV
DPS21015-1,12,18.786,4358,107,0.0414,10534127,VV
DPS21015-1,13,19.966,2453,90,0.0233,10534127,VV
DPS21015-1,1,20.673,56256,2191,0.5340,10534127,VV
DPS21015-1,15,26.410,338,12,0.0032,10534127,BB
DPS21015-1,16,34.432,1513,121,0.0144,10534127,VV
DPS21015-1,17,35.372,695,52,0.0066,10534127,BB
DPS21015-1,18,36.610,2969,171,0.0282,10534127,BV
DPS21015-1,19,36.898,461,40,0.0044,10534127,VB
DPS21015-1,20,37.422,2489,269,0.0236,10534127,BB
DPS21015-2,1,5.293,227,24,0.0022,10513945,BV
DPS21015-2,21,37.936,2203,234,0.0210,10513945,BB
DPS21015-2,2,5.495,126,13,0.0012,10513945,VB
DPS21015-2,3,7.633,3226,168,0.0307,10513945,BV
DPS21015-2,4,7.879,1263,112,0.0120,10513945,VB
DPS21015-2,5,10.036,858,60,0.0082,10513945,BV
DPS21015-2,6,10.747,742,26,0.0071,10513945,VB
DPS21015-2,7,12.067,402,23,0.0038,10513945,BV
DPS21015-2,3,12.835,946,39,0.0090,10513945,VV
DPS21015-2,9,13.379,768,39,0.0073,10513945,VB
DPS21015-2,2,14.229,194,9,0.0018,10513945,BB
DPS21015-2,72,15.607,10431833,254749,99.2190,10513945,BV
DPS21015-2,12,18.775,4447,104,0.0423,10513945,VV
DPS21015-2,13,19.962,2413,88,0.0229,10513945,VV
DPS21015-2,1,20.674,56074,2201,0.5333,10513945,VV
DPS21015-2,15,26.457,297,11,0.0028,10513945,BB
DPS21015-2,16,34.430,1452,117,0.0138,10513945,VV
DPS21015-2,17,35.369,712,52,0.0068,10513945,BB
DPS21015-2,18,36.605,2945,171,0.0280,10513945,BV
DPS21015-2,19,36.898,407,35,0.0039,10513945,VB
DPS21015-2,20,37.421,2410,264,0.0229,10513945,BB
DPS21015-3,1,5.287,215,23,0.0020,10524679,BV
DPS21015-3,21,37.926,2185,231,0.0208,10524679,BB
DPS21015-3,2,5.503,125,12,0.0012,10524679,VB
DPS21015-3,3,7.633,3317,169,0.0315,10524679,BV
DPS21015-3,4,7.879,1181,111,0.0112,10524679,VB
DPS21015-3,5,10.035,868,62,0.0083,10524679,BB
DPS21015-3,6,10.903,723,26,0.0069,10524679,BB
DPS21015-3,7,12.064,395,24,0.0038,10524679,BV
DPS21015-3,3,12.840,983,39,0.0093,10524679,VV
DPS21015-3,9,13.385,785,39,0.0075,10524679,VV
DPS21015-3,2,14.245,145,9,0.0014,10524679,VB
DPS21015-3,72,15.613,10442081,253123,99.2152,10524679,BV
DPS21015-3,12,18.777,4066,105,0.0386,10524679,VV
DPS21015-3,13,19.962,2609,89,0.0248,10524679,VV
DPS21015-3,1,20.678,56732,2217,0.5390,10524679,VV
DPS21015-3,15,26.454,343,10,0.0033,10524679,BB
DPS21015-3,16,34.420,1490,117,0.0142,10524679,VV
DPS21015-3,17,35.357,705,53,0.0067,10524679,BB
DPS21015-3,18,36.604,2939,170,0.0279,10524679,BV
DPS21015-3,19,36.888,420,39,0.0040,10524679,VB
DPS21015-3,20,37.411,2373,261,0.0225,10524679,BB
DPS21016-1,1,5.306,199,22,0.0019,10465324,BV
DPS21016-1,21,36.848,316,37,0.0030,10465324,BB
DPS21016-1,2,5.520,151,15,0.0014,10465324,VB
DPS21016-1,22,37.357,2779,305,0.0266,10465324,BB
DPS21016-1,3,7.651,3597,190,0.0344,10465324,BV
DPS21016-1,23,37.831,2130,258,0.0204,10465324,BB
DPS21016-1,4,7.895,1916,172,0.0183,10465324,VB
DPS21016-1,5,10.062,1103,77,0.0105,10465324,BV
DPS21016-1,6,10.926,671,23,0.0064,10465324,VB
DPS21016-1,7,12.091,578,36,0.0055,10465324,BV
DPS21016-1,3,12.867,1546,63,0.0148,10465324,VV
DPS21016-1,9,13.413,1402,60,0.0134,10465324,VV
DPS21016-1,2,14.203,428,21,0.0041,10465324,VB
DPS21016-1,72,15.611,10386745,269457,99.2491,10465324,BV
DPS21016-1,12,18.822,3865,101,0.0369,10465324,VV
DPS21016-1,13,19.911,2300,76,0.0220,10465324,VV
DPS21016-1,1,20.730,50215,1991,0.4798,10465324,VB
DPS21016-1,15,26.530,371,12,0.0035,10465324,BB
DPS21016-1,16,33.465,447,50,0.0043,10465324,VV
DPS21016-1,17,33.978,476,42,0.0045,10465324,VV
DPS21016-1,18,34.382,2165,161,0.0207,10465324,VV
DPS21016-1,19,35.334,685,61,0.0065,10465324,BB
DPS21016-1,20,35.977,1239,70,0.0118,10465324,BB
DPS21016-2,1,5.306,207,23,0.0020,10453053,BV
DPS21016-2,21,36.839,319,38,0.0031,10453053,BB
DPS21016-2,2,5.505,166,14,0.0016,10453053,VV
DPS21016-2,22,37.350,2789,303,0.0267,10453053,BB
DPS21016-2,3,7.649,3535,186,0.0338,10453053,BV
DPS21016-2,23,37.823,2109,254,0.0202,10453053,BB
DPS21016-2,4,7.895,1902,170,0.0182,10453053,VB
DPS21016-2,5,10.063,1058,75,0.0101,10453053,BB
DPS21016-2,6,10.898,613,22,0.0059,10453053,BB
DPS21016-2,7,12.089,556,36,0.0053,10453053,BV
DPS21016-2,3,12.870,1480,62,0.0142,10453053,VV
DPS21016-2,9,13.412,1341,59,0.0128,10453053,VV
DPS21016-2,2,14.203,390,22,0.0037,10453053,VB
DPS21016-2,72,15.632,10373430,261583,99.2383,10453053,BV
DPS21016-2,12,18.812,3869,97,0.0370,10453053,VV
DPS21016-2,13,19.933,2277,76,0.0218,10453053,VV
DPS21016-2,1,20.732,50173,1985,0.4800,10453053,VV
DPS21016-2,15,26.547,306,11,0.0029,10453053,BB
DPS21016-2,16,33.457,338,42,0.0032,10453053,BV
DPS21016-2,17,33.972,429,40,0.0041,10453053,VV
DPS21016-2,18,34.376,2068,156,0.0198,10453053,VV
DPS21016-2,19,35.323,650,59,0.0062,10453053,BB
DPS21016-2,20,35.966,3048,138,0.0292,10453053,BB
DPS21016-3,1,5.305,223,23,0.0021,10471065,BV
DPS21016-3,21,36.832,294,35,0.0028,10471065,BB
DPS21016-3,2,5.525,144,14,0.0014,10471065,VB
DPS21016-3,22,37.342,2771,302,0.0265,10471065,BB
DPS21016-3,3,7.652,3576,186,0.0342,10471065,BV
DPS21016-3,23,37.815,2135,257,0.0204,10471065,BB
DPS21016-3,4,7.897,1927,170,0.0184,10471065,VB
DPS21016-3,5,10.063,1086,76,0.0104,10471065,BB
DPS21016-3,6,10.935,621,22,0.0059,10471065,BB
DPS21016-3,7,12.093,530,35,0.0051,10471065,BV
DPS21016-3,3,12.878,1429,59,0.0137,10471065,VV
DPS21016-3,9,13.420,1323,57,0.0126,10471065,VV
DPS21016-3,2,14.231,379,21,0.0036,10471065,VB
DPS21016-3,72,15.615,10391125,270786,99.2366,10471065,BV
DPS21016-3,12,18.823,3894,100,0.0372,10471065,VV
DPS21016-3,13,19.923,2343,77,0.0224,10471065,VV
DPS21016-3,1,20.739,50288,1989,0.4803,10471065,VV
DPS21016-3,15,26.510,394,12,0.0038,10471065,BB
DPS21016-3,16,33.450,411,46,0.0039,10471065,VV
DPS21016-3,17,33.962,429,37,0.0041,10471065,VV
DPS21016-3,18,34.366,2123,157,0.0203,10471065,VV
